FactKey,CustomerKey,CampaignKey,ContactKey,EconomicKey,DateKey,duration_cleaned,y,is_success,duration_category
14154,3902,3,16,24,15,180,yes,1,Short
14155,2158,3,16,24,15,550,no,0,Long
14156,2102,2,16,24,15,331,no,0,Medium
14157,742,2,16,24,15,155,no,0,Short
14158,3215,3,16,24,15,137,no,0,Short
14159,2098,2,16,24,15,333,no,0,Medium
14160,3272,2,17,24,15,44,no,0,Short
14161,955,6,16,24,15,173,no,0,Short
14162,439,2,16,24,15,209,no,0,Medium
14163,3253,3,16,24,15,122,no,0,Short
14164,1718,3,16,24,15,238,no,0,Medium
14165,480,3,16,24,15,84,no,0,Short
14166,4934,3,17,24,15,363,no,0,Long
14167,552,3,16,24,15,64,no,0,Short
14168,684,4,16,24,15,226,no,0,Medium
14169,1461,3,16,24,15,97,no,0,Short
14170,2672,2,16,24,15,247,no,0,Medium
14171,4953,3,16,24,15,80,no,0,Short
14172,357,2,16,24,15,141,no,0,Short
14173,1657,3,16,24,15,187,no,0,Medium
14174,1313,3,16,24,15,467,no,0,Long
14175,1898,3,16,24,15,549,no,0,Long
14176,4954,2,16,24,15,254,no,0,Medium
14177,2169,3,16,24,15,460,no,0,Long
14178,2630,3,16,24,15,180,yes,1,Short
14179,297,2,16,24,15,247,no,0,Medium
14180,2817,3,16,24,15,121,no,0,Short
14181,4704,2,16,24,15,138,no,0,Short
14182,1401,3,16,24,15,90,no,0,Short
14183,2672,2,16,24,15,354,no,0,Medium
14184,1152,3,16,24,15,154,no,0,Short
14185,4955,2,16,24,15,151,no,0,Short
14186,607,2,16,24,15,228,no,0,Medium
14187,2523,3,17,24,15,281,no,0,Medium
14188,213,4,16,24,15,132,no,0,Short
14189,3414,3,16,24,15,126,no,0,Short
14190,4956,2,16,24,15,68,no,0,Short
14191,4935,3,16,24,15,56,no,0,Short
14192,567,2,16,24,15,69,no,0,Short
14193,439,2,16,24,15,55,no,0,Short
14194,391,4,16,24,15,650,no,0,Very Long
14195,4957,2,17,24,15,251,no,0,Medium
14196,45,5,16,24,15,125,no,0,Short
14197,1951,3,16,24,15,183,no,0,Medium
14198,297,2,16,24,15,119,no,0,Short
14199,769,3,16,24,15,127,no,0,Short
14200,742,2,16,24,15,74,no,0,Short
14201,1243,3,16,24,15,138,no,0,Short
14202,4714,6,16,24,15,74,no,0,Short
14203,2661,3,16,24,15,53,no,0,Short
14204,4819,3,16,24,15,634,no,0,Very Long
14205,378,3,16,24,15,297,no,0,Medium
14206,4935,3,16,24,15,213,no,0,Medium
14207,4958,2,16,24,15,51,no,0,Short
14208,3492,2,17,24,15,124,no,0,Short
14209,438,2,16,24,15,58,no,0,Short
14210,1148,3,16,24,15,219,no,0,Medium
14211,957,3,17,24,15,19,no,0,Short
14212,868,3,17,24,15,310,no,0,Medium
14213,327,2,16,24,15,144,no,0,Short
14214,4959,3,16,24,15,174,no,0,Short
14215,1313,2,16,24,15,41,no,0,Short
14216,1284,3,16,24,15,397,no,0,Long
14217,4960,3,16,24,15,101,no,0,Short
14218,1243,3,17,24,15,305,no,0,Medium
14219,2845,3,16,24,15,105,no,0,Short
14220,1039,3,16,24,15,111,no,0,Short
14221,4961,2,16,24,15,686,yes,1,Very Long
14222,665,3,16,24,15,319,no,0,Medium
14223,318,3,16,24,15,766,yes,1,Very Long
14224,4386,3,16,24,15,297,no,0,Medium
14225,1557,2,16,24,15,673,no,0,Very Long
14226,2100,3,16,24,15,86,no,0,Short
14227,4962,3,16,24,15,388,no,0,Long
14228,1151,3,16,24,15,334,no,0,Medium
14229,180,3,16,24,15,191,no,0,Medium
14230,1282,3,16,24,15,35,no,0,Short
14231,1557,2,16,24,15,77,no,0,Short
14232,4963,2,16,24,15,129,no,0,Short
14233,4964,3,17,24,15,162,no,0,Short
14234,3414,3,16,24,15,292,no,0,Medium
14235,2102,2,16,24,15,331,no,0,Medium
14236,1854,3,16,24,15,134,no,0,Short
14237,957,2,16,24,15,788,yes,1,Very Long
14238,4110,3,16,24,15,64,no,0,Short
14239,552,4,16,24,15,171,no,0,Short
14240,4965,3,16,24,15,72,no,0,Short
14241,2432,3,16,24,15,182,no,0,Medium
14242,1573,3,17,24,15,105,no,0,Short
14243,3902,4,16,24,15,106,no,0,Short
14244,1119,3,16,24,15,64,no,0,Short
14245,260,3,16,24,15,126,no,0,Short
14246,4962,2,16,24,15,122,no,0,Short
14247,2884,3,16,24,15,124,no,0,Short
14248,4966,3,17,24,15,464,no,0,Long
14249,4938,3,16,24,15,201,no,0,Medium
14250,810,3,16,24,15,616,no,0,Very Long
14251,4921,3,16,24,15,194,no,0,Medium
14252,1758,2,16,24,15,146,no,0,Short
14253,4967,3,16,24,15,38,no,0,Short
14254,1236,3,16,24,15,68,no,0,Short
14255,340,3,16,24,15,245,no,0,Medium
14256,340,3,16,24,15,79,no,0,Short
14257,1666,3,16,24,15,130,no,0,Short
14258,22,3,16,24,15,204,no,0,Medium
14259,4965,2,16,24,15,145,no,0,Short
14260,3151,3,16,24,15,699,no,0,Very Long
14261,2339,2,16,24,15,140,no,0,Short
14262,853,2,16,24,15,768,no,0,Very Long
14263,491,3,16,24,15,180,yes,1,Short
14264,262,3,16,24,15,80,no,0,Short
14265,2248,3,16,24,15,259,no,0,Medium
14266,4968,3,16,24,15,341,no,0,Medium
14267,2664,3,16,24,15,192,no,0,Medium
14268,3582,3,16,24,15,417,no,0,Long
14269,1222,4,16,24,15,154,no,0,Short
14270,608,3,16,24,15,455,no,0,Long
14271,2123,3,16,24,15,85,no,0,Short
14272,60,3,16,24,15,243,no,0,Medium
14273,4949,2,16,24,15,225,no,0,Medium
14274,2845,2,16,24,15,85,no,0,Short
14275,2651,2,16,24,15,76,no,0,Short
14276,3144,2,16,24,15,163,no,0,Short
14277,3127,4,16,24,15,149,no,0,Short
14278,3447,2,16,24,15,568,no,0,Long
14279,4969,4,16,24,15,180,yes,1,Short
14280,1533,3,16,24,15,334,no,0,Medium
14281,1548,5,16,24,15,393,no,0,Long
14282,2702,5,16,24,15,250,no,0,Medium
14283,4970,3,16,24,15,364,no,0,Long
14284,1327,3,16,24,15,229,no,0,Medium
14285,2596,4,16,24,15,118,no,0,Short
14286,4971,2,16,24,15,111,no,0,Short
14287,4965,3,16,24,15,315,no,0,Medium
14288,1372,2,16,24,15,115,no,0,Short
14289,285,2,16,24,15,144,no,0,Short
14290,1665,4,16,24,15,103,no,0,Short
14291,482,3,16,24,15,299,no,0,Medium
14292,910,3,16,24,15,77,no,0,Short
14293,4972,3,16,24,15,385,no,0,Long
14294,1226,2,16,24,15,99,no,0,Short
14295,1039,2,16,24,15,245,no,0,Medium
14296,1657,2,16,24,15,140,no,0,Short
14297,1422,3,16,24,15,124,no,0,Short
14298,593,3,16,24,15,93,no,0,Short
14299,2302,3,16,24,15,465,no,0,Long
14300,260,3,16,24,15,197,no,0,Medium
14301,853,3,16,24,15,216,no,0,Medium
14302,2184,4,16,24,15,392,no,0,Long
14303,1959,2,16,24,15,407,no,0,Long
14304,3268,2,17,24,15,81,no,0,Short
14305,3411,2,16,24,15,619,no,0,Very Long
14306,742,3,16,24,15,81,no,0,Short
14307,853,3,16,24,15,248,no,0,Medium
14308,4973,5,16,24,15,157,no,0,Short
14309,1039,3,16,24,15,214,no,0,Medium
14310,4974,3,16,24,15,201,no,0,Medium
14311,4375,3,16,24,15,425,no,0,Long
14312,556,2,16,24,15,180,yes,1,Short
14313,126,5,16,24,15,108,no,0,Short
14314,938,3,16,24,15,460,no,0,Long
14315,147,3,16,24,15,256,no,0,Medium
14316,4975,3,16,24,15,272,no,0,Medium
14317,4976,3,16,24,15,166,no,0,Short
14318,4977,3,16,24,15,431,no,0,Long
14319,2884,3,16,24,15,377,no,0,Long
14320,3151,2,16,24,15,184,no,0,Medium
14321,2398,3,16,24,15,119,no,0,Short
14322,4978,3,16,24,15,123,no,0,Short
14323,1036,5,16,24,15,250,no,0,Medium
14324,4949,2,16,24,15,109,no,0,Short
14325,141,6,16,24,15,301,no,0,Medium
14326,715,4,16,24,15,257,no,0,Medium
14327,1873,5,16,24,15,136,no,0,Short
14328,1135,3,16,24,15,340,no,0,Medium
14329,736,2,16,24,15,387,no,0,Long
14330,175,3,16,24,15,163,no,0,Short
14331,4979,2,16,24,15,326,no,0,Medium
14332,810,5,16,24,15,557,no,0,Long
14333,4980,3,16,24,15,512,no,0,Long
14334,4981,2,16,24,15,342,no,0,Medium
14335,174,5,17,24,15,197,no,0,Medium
14336,1811,4,16,24,15,97,no,0,Short
14337,912,6,17,24,15,109,no,0,Short
14338,1371,3,16,24,15,194,no,0,Medium
14339,943,3,16,24,15,298,no,0,Medium
14340,4352,3,16,24,15,101,no,0,Short
14341,1074,2,16,24,15,643,no,0,Very Long
14342,425,2,16,24,15,180,no,0,Short
14343,31,2,16,24,15,149,no,0,Short
14344,2651,6,16,24,15,81,no,0,Short
14345,491,3,16,24,15,244,no,0,Medium
14346,1277,4,16,24,15,180,yes,1,Short
14347,2713,3,17,24,15,111,no,0,Short
14348,4954,3,16,24,15,157,no,0,Short
14349,33,2,16,24,15,455,no,0,Long
14350,4982,3,16,24,15,218,no,0,Medium
14351,4983,3,16,24,15,118,no,0,Short
14352,4971,4,17,24,15,185,no,0,Medium
14353,4984,3,16,24,15,138,no,0,Short
14354,432,4,16,24,15,304,no,0,Medium
14355,375,3,16,24,15,171,no,0,Short
14356,4985,4,16,24,15,43,no,0,Short
14357,1236,3,16,24,15,180,yes,1,Short
14358,596,4,17,24,15,167,no,0,Short
14359,327,3,16,24,15,240,no,0,Medium
14360,4986,4,16,24,15,565,no,0,Long
14361,4987,3,17,24,15,716,no,0,Very Long
14362,1039,3,16,24,15,149,no,0,Short
14363,4988,4,16,24,15,150,no,0,Short
14364,4989,3,16,24,15,615,no,0,Very Long
14365,2675,4,16,24,15,149,no,0,Short
14366,1596,4,16,24,15,424,no,0,Long
14367,383,3,16,24,15,364,no,0,Long
14368,439,3,17,24,15,179,no,0,Short
14369,3430,4,16,24,15,403,no,0,Long
14370,3279,3,16,24,15,745,no,0,Very Long
14371,2505,3,16,24,15,164,no,0,Short
14372,1269,3,16,24,15,235,no,0,Medium
14373,1137,4,16,24,15,330,no,0,Medium
14374,1148,2,17,24,15,160,no,0,Short
14375,1754,3,17,24,15,12,no,0,Short
14376,4990,3,16,24,15,77,no,0,Short
14377,4004,3,16,24,15,552,no,0,Long
14378,318,2,17,24,15,35,no,0,Short
14379,665,2,16,24,15,36,no,0,Short
14380,192,3,16,24,15,46,no,0,Short
14381,1862,3,17,24,15,821,no,0,Very Long
14382,4704,5,17,24,15,198,no,0,Medium
14383,4991,7,16,24,15,894,yes,1,Very Long
14384,4992,6,16,24,15,84,no,0,Short
14385,381,3,16,24,15,250,no,0,Medium
14386,358,3,16,24,15,110,no,0,Short
14387,2051,3,16,24,15,133,no,0,Short
14388,375,4,16,24,15,78,no,0,Short
14389,2753,4,16,24,15,227,no,0,Medium
14390,383,2,16,24,15,76,no,0,Short
14391,4993,3,16,24,15,223,no,0,Medium
14392,1111,3,17,24,15,164,no,0,Short
14393,4994,4,16,24,15,131,no,0,Short
14394,1277,3,16,24,15,356,no,0,Medium
14395,4995,2,17,24,15,135,no,0,Short
14396,911,6,16,24,15,358,no,0,Medium
14397,608,4,17,24,15,172,no,0,Short
14398,2640,4,16,24,15,399,no,0,Long
14399,4996,4,16,24,15,180,no,0,Short
14400,616,4,17,24,15,252,no,0,Medium
14401,534,3,17,24,15,109,no,0,Short
14402,180,3,16,24,15,72,no,0,Short
14403,446,2,17,24,15,102,no,0,Short
14404,729,3,16,24,15,457,no,0,Long
14405,4997,3,16,24,15,254,no,0,Medium
14406,800,3,16,24,15,400,no,0,Long
14407,1461,3,16,24,15,171,no,0,Short
14408,375,4,16,24,15,196,no,0,Medium
14409,3151,4,17,24,15,123,no,0,Short
14410,922,2,16,24,15,546,no,0,Long
14411,1799,2,16,24,15,798,yes,1,Very Long
14412,493,2,18,26,11,231,no,0,Medium
14413,2943,3,11,26,11,321,no,0,Medium
14414,625,3,18,26,11,56,no,0,Short
14415,1332,2,18,26,11,31,no,0,Short
14416,1411,3,18,26,11,170,no,0,Short
14417,2778,3,18,26,11,101,no,0,Short
14418,4998,3,18,26,11,376,no,0,Long
14419,3592,4,11,26,11,138,no,0,Short
14420,775,3,18,26,11,656,no,0,Very Long
14421,799,4,18,26,11,122,no,0,Short
14422,1358,2,18,26,11,335,no,0,Medium
14423,439,3,18,26,11,136,no,0,Short
14424,2504,3,18,26,11,528,no,0,Long
14425,4999,3,18,26,11,805,yes,1,Very Long
14426,3414,2,18,26,11,71,no,0,Short
14427,5000,3,18,26,11,21,no,0,Short
14428,799,3,18,26,11,56,no,0,Short
14429,5001,2,18,26,11,129,no,0,Short
14430,5002,4,18,26,11,129,no,0,Short
14431,5003,3,18,26,11,125,no,0,Short
14432,979,3,11,26,11,285,no,0,Medium
14433,646,3,18,26,11,166,no,0,Short
14434,2778,2,18,26,11,106,no,0,Short
14435,1576,2,18,26,11,101,no,0,Short
14436,2432,2,18,26,11,169,no,0,Short
14437,922,2,18,26,11,110,no,0,Short
14438,5004,4,18,26,11,175,no,0,Short
14439,5005,3,18,26,11,179,no,0,Short
14440,1065,2,18,26,11,649,no,0,Very Long
14441,4230,3,18,26,11,231,no,0,Medium
14442,582,2,18,26,11,442,no,0,Long
14443,1489,2,18,26,11,439,no,0,Long
14444,1411,2,18,26,11,249,no,0,Medium
14445,1036,3,18,26,11,204,no,0,Medium
14446,5006,3,18,26,11,92,no,0,Short
14447,1684,2,18,26,11,131,no,0,Short
14448,5007,2,18,26,11,184,no,0,Medium
14449,4337,3,18,26,11,126,no,0,Short
14450,5008,3,18,26,11,94,no,0,Short
14451,5009,4,18,26,11,56,no,0,Short
14452,954,3,18,26,11,274,no,0,Medium
14453,1386,4,18,26,11,42,no,0,Short
14454,532,4,18,26,11,112,no,0,Short
14455,5010,4,18,26,11,199,no,0,Medium
14456,5011,5,18,26,11,131,no,0,Short
14457,735,4,18,26,11,75,no,0,Short
14458,1534,4,18,26,11,101,no,0,Short
14459,2584,4,18,26,11,138,no,0,Short
14460,5012,3,18,26,11,94,no,0,Short
14461,5013,3,18,26,11,416,no,0,Long
14462,3497,3,18,26,11,659,no,0,Very Long
14463,271,3,18,26,11,202,no,0,Medium
14464,4998,3,18,26,11,92,no,0,Short
14465,685,2,18,26,11,368,no,0,Long
14466,528,3,18,26,11,723,yes,1,Very Long
14467,5014,4,11,26,11,265,no,0,Medium
14468,2778,4,18,26,11,579,no,0,Long
14469,3850,6,18,26,11,195,no,0,Medium
14470,3681,4,18,26,11,80,no,0,Short
14471,440,4,18,26,11,401,no,0,Long
14472,5015,2,18,26,11,101,no,0,Short
14473,5016,4,18,26,11,71,no,0,Short
14474,3249,4,18,26,11,134,no,0,Short
14475,500,5,11,26,11,41,no,0,Short
14476,188,5,18,26,11,280,no,0,Medium
14477,1036,2,11,26,11,289,no,0,Medium
14478,496,5,18,26,11,791,yes,1,Very Long
14479,19,2,18,26,11,63,no,0,Short
14480,5017,3,11,26,11,533,yes,1,Long
14481,5018,2,11,26,11,501,no,0,Long
14482,5019,3,18,26,11,76,no,0,Short
14483,5020,2,18,26,11,180,yes,1,Short
14484,368,4,18,26,11,753,no,0,Very Long
14485,5014,2,11,26,11,80,no,0,Short
14486,5021,3,18,26,11,317,no,0,Medium
14487,5022,2,18,26,11,129,no,0,Short
14488,928,4,18,26,11,237,no,0,Medium
14489,5023,4,18,26,11,110,no,0,Short
14490,5024,4,18,26,11,295,no,0,Medium
14491,3415,4,18,26,11,61,no,0,Short
14492,2722,3,18,26,11,188,no,0,Medium
14493,747,4,18,26,11,815,yes,1,Very Long
14494,159,3,18,26,11,117,no,0,Short
14495,327,5,11,26,11,89,no,0,Short
14496,5025,2,18,26,11,101,no,0,Short
14497,2471,2,18,26,11,109,no,0,Short
14498,271,2,18,26,11,315,no,0,Medium
14499,1081,3,18,26,11,226,no,0,Medium
14500,496,3,11,26,11,49,no,0,Short
14501,5026,2,18,26,11,280,no,0,Medium
14502,300,5,18,26,11,83,no,0,Short
14503,4230,4,18,26,11,121,no,0,Short
14504,970,3,11,26,11,778,no,0,Very Long
14505,639,4,18,26,11,350,no,0,Medium
14506,5027,4,18,26,11,368,no,0,Long
14507,5028,4,18,26,11,103,no,0,Short
14508,4369,3,18,26,11,232,no,0,Medium
14509,1182,3,18,26,11,60,no,0,Short
14510,301,5,18,26,11,87,no,0,Short
14511,1389,4,18,26,11,156,no,0,Short
14512,1884,4,18,26,11,924,no,0,Very Long
14513,749,3,18,26,11,65,no,0,Short
14514,5029,5,18,26,11,256,no,0,Medium
14515,2048,3,18,26,11,132,no,0,Short
14516,1236,3,11,26,11,207,no,0,Medium
14517,5030,4,11,26,11,152,no,0,Short
14518,4832,5,11,26,11,49,no,0,Short
14519,2504,5,18,26,11,67,no,0,Short
14520,1547,4,18,26,11,646,no,0,Very Long
14521,5031,3,18,26,11,808,yes,1,Very Long
14522,2018,4,18,26,11,81,no,0,Short
14523,1142,2,18,26,11,58,no,0,Short
14524,1347,3,18,26,11,178,no,0,Short
14525,4004,4,18,26,11,56,no,0,Short
14526,3109,3,18,26,11,88,no,0,Short
14527,1696,3,18,26,11,177,no,0,Short
14528,506,2,18,26,11,364,no,0,Long
14529,5032,4,18,26,11,156,no,0,Short
14530,99,4,18,26,11,180,yes,1,Short
14531,3382,2,18,26,11,77,no,0,Short
14532,5033,3,18,26,11,200,no,0,Medium
14533,2085,2,18,26,11,59,no,0,Short
14534,2474,3,18,26,11,126,no,0,Short
14535,3683,3,11,26,11,174,no,0,Short
14536,898,4,18,26,11,243,no,0,Medium
14537,3452,4,18,26,11,133,no,0,Short
14538,5034,5,18,26,11,321,no,0,Medium
14539,5035,4,18,26,11,201,no,0,Medium
14540,5036,3,11,26,11,571,no,0,Long
14541,1436,4,18,26,11,137,no,0,Short
14542,2678,6,18,26,11,503,no,0,Long
14543,5037,2,18,26,11,277,no,0,Medium
14544,1441,4,18,26,11,377,no,0,Long
14545,881,3,18,26,11,83,no,0,Short
14546,1295,1,18,26,11,53,no,0,Short
14547,625,2,18,26,11,106,no,0,Short
14548,3631,2,18,26,11,82,no,0,Short
14549,3488,5,11,26,11,135,no,0,Short
14550,425,1,18,26,11,135,no,0,Short
14551,1430,5,18,26,11,387,no,0,Long
14552,5038,4,18,26,11,372,no,0,Long
14553,140,1,18,26,11,128,no,0,Short
14554,368,3,18,26,11,180,yes,1,Short
14555,5039,4,18,26,11,860,yes,1,Very Long
14556,4554,1,11,26,11,162,no,0,Short
14557,2797,1,18,26,11,246,no,0,Medium
14558,5040,1,18,26,11,317,no,0,Medium
14559,3620,1,18,26,11,122,no,0,Short
14560,1,1,18,26,11,76,no,0,Short
14561,3496,1,18,26,11,462,no,0,Long
14562,5041,1,18,26,11,125,no,0,Short
14563,3415,1,18,26,11,182,no,0,Medium
14564,521,5,18,26,11,85,no,0,Short
14565,184,1,11,26,11,277,no,0,Medium
14566,898,6,11,26,11,280,no,0,Medium
14567,10,1,18,26,11,218,no,0,Medium
14568,5042,1,18,26,11,274,no,0,Medium
14569,3433,1,18,26,11,130,no,0,Short
14570,4181,1,18,26,11,177,no,0,Short
14571,1817,5,18,26,11,116,no,0,Short
14572,3415,2,18,26,11,98,no,0,Short
14573,424,1,18,26,11,442,no,0,Long
14574,5043,4,18,26,11,92,no,0,Short
14575,1142,4,18,26,11,88,no,0,Short
14576,1366,4,11,26,11,141,no,0,Short
14577,3059,1,18,26,11,658,yes,1,Very Long
14578,639,4,11,26,11,37,no,0,Short
14579,4181,1,18,26,11,144,no,0,Short
14580,1050,1,18,26,11,794,no,0,Very Long
14581,133,1,18,26,11,90,no,0,Short
14582,3692,1,18,26,11,70,no,0,Short
14583,5044,2,18,26,11,878,yes,1,Very Long
14584,5045,2,18,26,11,280,no,0,Medium
14585,5046,6,18,26,11,193,no,0,Medium
14586,1872,2,18,26,11,148,no,0,Short
14587,1430,5,18,26,11,513,no,0,Long
14588,5047,4,18,26,11,172,no,0,Short
14589,5002,2,18,26,11,89,no,0,Short
14590,625,4,18,26,11,792,no,0,Very Long
14591,2051,1,18,26,11,355,no,0,Medium
14592,5048,1,18,26,11,881,yes,1,Very Long
14593,5049,1,18,26,11,180,yes,1,Short
14594,2976,5,18,26,11,158,no,0,Short
14595,5050,3,18,26,11,722,no,0,Very Long
14596,5051,4,18,26,11,103,no,0,Short
14597,74,4,18,26,11,820,yes,1,Very Long
14598,5052,3,18,26,11,180,yes,1,Short
14599,5053,1,18,26,11,500,yes,1,Long
14600,5054,1,18,26,11,348,no,0,Medium
14601,3631,2,18,26,11,122,no,0,Short
14602,5055,1,18,26,11,129,no,0,Short
14603,1653,6,18,26,11,180,yes,1,Short
14604,5056,4,18,26,11,94,no,0,Short
14605,486,3,18,26,11,192,no,0,Medium
14606,3,2,18,26,11,331,no,0,Medium
14607,2202,2,18,26,11,779,no,0,Very Long
14608,5057,2,11,26,11,91,no,0,Short
14609,3620,2,18,26,11,61,no,0,Short
14610,580,2,18,26,11,555,no,0,Long
14611,496,5,18,26,11,157,no,0,Short
14612,1653,5,18,26,11,580,no,0,Long
14613,5058,2,11,26,11,39,no,0,Short
14614,2313,2,18,26,11,83,no,0,Short
14615,5059,2,18,26,11,111,no,0,Short
14616,5060,2,18,26,11,603,no,0,Very Long
14617,5061,6,18,26,11,211,no,0,Medium
14618,5062,7,18,26,11,105,no,0,Short
14619,4773,5,18,26,11,514,yes,1,Long
14620,2130,1,18,26,11,479,no,0,Long
14621,970,5,18,26,11,111,no,0,Short
14622,130,5,18,26,11,368,no,0,Long
14623,3415,4,18,26,11,149,no,0,Short
14624,5063,5,18,26,11,257,no,0,Medium
14625,45,4,18,26,11,98,no,0,Short
14626,5064,4,18,26,11,408,no,0,Long
14627,5065,6,18,26,11,329,no,0,Medium
14628,533,2,18,26,11,134,no,0,Short
14629,5052,2,18,26,11,306,no,0,Medium
14630,5066,2,11,26,11,159,no,0,Short
14631,1504,2,11,26,11,275,no,0,Medium
14632,5067,2,18,26,11,68,no,0,Short
14633,5068,5,18,26,11,135,no,0,Short
14634,5069,3,18,26,11,716,yes,1,Very Long
14635,5070,5,18,26,11,257,no,0,Medium
14636,448,4,18,26,11,826,no,0,Very Long
14637,827,3,18,26,11,35,no,0,Short
14638,2472,2,18,26,11,180,no,0,Short
14639,1038,2,18,26,11,235,no,0,Medium
14640,3091,5,18,26,11,955,yes,1,Very Long
14641,1961,5,18,26,11,194,no,0,Medium
14642,1142,4,18,26,11,194,no,0,Medium
14643,5071,4,18,26,11,123,no,0,Short
14644,472,4,18,26,11,612,no,0,Very Long
14645,188,2,18,26,11,85,no,0,Short
14646,2847,7,11,26,11,237,no,0,Medium
14647,2847,4,18,26,11,196,no,0,Medium
14648,2630,4,18,26,11,144,no,0,Short
14649,5018,5,18,26,11,85,no,0,Short
14650,1684,3,18,26,11,179,no,0,Short
14651,706,3,18,26,11,220,no,0,Medium
14652,5072,2,18,26,11,155,no,0,Short
14653,860,4,18,26,11,107,no,0,Short
14654,1358,5,18,26,11,260,no,0,Medium
14655,3456,4,18,26,11,232,no,0,Medium
14656,1595,5,18,26,11,150,no,0,Short
14657,1236,4,18,26,11,232,no,0,Medium
14658,3620,2,18,26,11,673,no,0,Very Long
14659,5073,7,18,26,11,272,no,0,Medium
14660,5074,2,18,26,11,197,no,0,Medium
14661,1297,3,18,26,11,263,no,0,Medium
14662,549,4,18,26,11,275,no,0,Medium
14663,3398,5,18,26,11,157,no,0,Short
14664,2269,7,18,26,11,419,no,0,Long
14665,2862,4,18,26,11,146,no,0,Short
14666,911,2,18,26,11,115,no,0,Short
14667,2956,4,18,26,11,347,no,0,Medium
14668,5075,2,18,26,11,136,no,0,Short
14669,3433,4,18,26,11,357,no,0,Medium
14670,2639,5,18,26,11,374,no,0,Long
14671,3414,6,18,26,11,120,no,0,Short
14672,1817,3,18,26,11,323,no,0,Medium
14673,1056,2,18,26,11,364,no,0,Long
14674,902,2,18,26,11,98,no,0,Short
14675,832,5,18,26,11,84,no,0,Short
14676,357,4,11,26,11,78,no,0,Short
14677,5010,4,11,26,11,59,no,0,Short
14678,51,4,18,26,11,395,no,0,Long
14679,1055,4,18,26,11,169,no,0,Short
14680,5076,4,18,26,11,209,no,0,Medium
14681,390,3,18,26,11,106,no,0,Short
14682,3008,3,18,26,11,107,no,0,Short
14683,1765,4,18,26,11,462,no,0,Long
14684,5002,7,18,26,11,216,no,0,Medium
14685,230,4,18,26,11,769,yes,1,Very Long
14686,5077,5,18,26,11,115,no,0,Short
14687,2076,5,18,26,11,889,yes,1,Very Long
14688,5078,2,18,26,11,547,no,0,Long
14689,5079,3,18,26,11,142,no,0,Short
14690,5080,6,11,26,11,166,no,0,Short
14691,5081,4,18,26,11,180,yes,1,Short
14692,3414,5,18,26,11,53,no,0,Short
14693,2631,3,18,26,11,290,no,0,Medium
14694,2329,3,18,26,11,520,no,0,Long
14695,2362,5,18,26,11,490,no,0,Long
14696,5082,3,18,26,11,838,yes,1,Very Long
14697,5083,4,18,26,11,599,no,0,Long
14698,988,5,18,26,11,498,no,0,Long
14699,5084,4,18,26,11,166,no,0,Short
14700,3415,4,11,26,11,232,no,0,Medium
14701,5085,5,18,26,11,270,no,0,Medium
14702,4812,5,18,26,11,118,no,0,Short
14703,1842,6,18,26,11,159,no,0,Short
14704,432,5,11,26,11,265,no,0,Medium
14705,4369,2,18,26,11,419,no,0,Long
14706,729,6,18,26,11,624,no,0,Very Long
14707,469,5,18,26,11,59,no,0,Short
14708,5068,3,18,26,11,812,no,0,Very Long
14709,832,5,18,26,11,97,no,0,Short
14710,77,2,11,26,11,119,no,0,Short
14711,1295,5,18,26,11,84,no,0,Short
14712,5086,6,18,26,11,632,yes,1,Very Long
14713,4669,5,18,26,11,448,yes,1,Long
14714,5087,6,18,26,11,163,no,0,Short
14715,2420,2,18,26,11,231,no,0,Medium
14716,4230,4,18,26,11,114,no,0,Short
14717,74,7,11,26,11,32,no,0,Short
14718,3411,4,11,26,11,180,no,0,Short
14719,641,2,18,26,11,87,no,0,Short
14720,5088,5,11,26,11,62,no,0,Short
14721,5089,6,11,26,11,341,no,0,Medium
14722,1277,2,18,26,11,160,no,0,Short
14723,1312,4,18,26,11,180,no,0,Short
14724,715,2,12,27,12,61,no,0,Short
14725,2525,6,12,27,12,41,no,0,Short
14726,5090,4,19,27,12,276,no,0,Medium
14727,5091,4,19,27,12,75,no,0,Short
14728,126,2,12,27,12,208,no,0,Medium
14729,1348,2,19,27,12,298,no,0,Medium
14730,355,5,19,27,12,767,yes,1,Very Long
14731,5091,5,12,27,12,174,no,0,Short
14732,3852,4,19,27,12,186,no,0,Medium
14733,5092,7,19,27,12,350,no,0,Medium
14734,616,7,19,27,12,52,no,0,Short
14735,3399,2,12,27,12,46,no,0,Short
14736,1189,3,19,27,12,510,no,0,Long
14737,5093,7,19,27,12,81,no,0,Short
14738,5094,3,19,27,12,464,no,0,Long
14739,2525,5,19,27,12,220,no,0,Medium
14740,386,6,12,27,12,31,no,0,Short
14741,3500,4,19,27,12,180,no,0,Short
14742,1579,6,19,27,12,130,no,0,Short
14743,85,4,19,27,12,95,no,0,Short
14744,3030,1,19,27,12,161,no,0,Short
14745,3064,1,19,27,12,221,no,0,Medium
14746,2700,7,19,27,12,469,no,0,Long
14747,3030,1,19,27,12,578,yes,1,Long
14748,4817,1,12,27,12,51,no,0,Short
14749,5095,4,19,27,12,111,no,0,Short
14750,3064,1,19,27,12,771,no,0,Very Long
14751,748,1,12,27,12,164,no,0,Short
14752,1022,2,19,27,12,390,no,0,Long
14753,5096,2,19,27,12,154,no,0,Short
