CustomerKey,age_cleaned,age_bin,job,marital,education,edu_group,income_group,default,housing,loan,financial_status
621,48,40-49,blue-collar,married,professional.course,Secondary,Low Income,no,no,no,No Obligations
622,31,30-39,admin.,single,high.school,Secondary,Medium Income,no,yes,yes,Has Obligations
623,39,30-39,self-employed,single,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
624,41,40-49,technician,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
625,49,40-49,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
626,56,50-59,retired,married,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
627,49,40-49,admin.,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
628,47,40-49,unemployed,divorced,university.degree,Advanced,No Income,no,no,no,No Obligations
629,44,40-49,blue-collar,married,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
630,48,40-49,admin.,divorced,high.school,Secondary,Medium Income,no,no,no,No Obligations
631,55,50-59,housemaid,married,basic.4y,Elementary,No Income,no,yes,yes,Has Obligations
632,59,50-59,management,married,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
633,44,40-49,technician,single,professional.course,Secondary,Medium Income,no,yes,yes,Has Obligations
634,46,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,no,yes,Has Obligations
635,39,30-39,blue-collar,divorced,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
636,38,30-39,unemployed,married,basic.4y,Elementary,No Income,no,yes,yes,Has Obligations
637,36,30-39,services,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
638,29,20-29,admin.,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
639,31,30-39,technician,single,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
640,30,20-29,services,divorced,basic.9y,Elementary,Low Income,no,no,yes,Has Obligations
641,36,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
642,60,50-59,blue-collar,married,professional.course,Secondary,Low Income,no,no,no,No Obligations
643,39,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
644,30,20-29,services,married,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
645,37,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
646,46,40-49,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
647,43,40-49,unemployed,married,basic.4y,Elementary,No Income,no,no,no,No Obligations
648,38,30-39,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
649,31,30-39,technician,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
650,44,40-49,admin.,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
651,44,40-49,self-employed,married,university.degree,Advanced,High Income,no,no,no,No Obligations
652,38,30-39,technician,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
653,30,20-29,student,single,high.school,Secondary,No Income,no,no,no,No Obligations
654,37,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
655,54,50-59,housemaid,divorced,university.degree,Advanced,No Income,no,yes,no,Has Obligations
656,41,40-49,management,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
657,43,40-49,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
658,38,30-39,housemaid,married,basic.9y,Elementary,No Income,no,no,no,No Obligations
659,38,30-39,blue-collar,single,university.degree,Advanced,Low Income,no,no,yes,Has Obligations
660,33,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
661,32,30-39,admin.,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
662,30,20-29,services,married,high.school,Secondary,Low Income,no,no,no,No Obligations
663,43,40-49,technician,married,basic.6y,Elementary,Medium Income,no,yes,no,Has Obligations
664,30,20-29,services,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
665,36,30-39,technician,divorced,professional.course,Secondary,Medium Income,no,no,no,No Obligations
666,38,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
667,35,30-39,blue-collar,single,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
668,50,40-49,self-employed,married,university.degree,Advanced,High Income,no,no,no,No Obligations
669,58,50-59,admin.,married,basic.4y,Elementary,Medium Income,no,no,yes,Has Obligations
670,50,40-49,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
671,33,30-39,blue-collar,single,basic.9y,Elementary,Low Income,no,no,no,No Obligations
672,44,40-49,management,single,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
673,31,30-39,management,married,high.school,Secondary,High Income,no,no,no,No Obligations
674,28,20-29,admin.,single,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
675,36,30-39,services,single,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
676,44,40-49,blue-collar,single,high.school,Secondary,Low Income,no,no,no,No Obligations
677,38,30-39,blue-collar,divorced,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
678,39,30-39,blue-collar,divorced,basic.6y,Elementary,Low Income,no,yes,yes,Has Obligations
679,47,40-49,blue-collar,single,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
680,47,40-49,services,divorced,high.school,Secondary,Low Income,no,no,no,No Obligations
681,35,30-39,entrepreneur,single,professional.course,Secondary,High Income,no,no,no,No Obligations
682,42,40-49,admin.,divorced,university.degree,Advanced,Medium Income,no,no,no,No Obligations
683,35,30-39,technician,married,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
684,26,20-29,admin.,single,high.school,Secondary,Medium Income,no,no,no,No Obligations
685,31,30-39,admin.,single,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
686,57,50-59,self-employed,single,high.school,Secondary,High Income,no,no,no,No Obligations
687,43,40-49,blue-collar,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
688,50,40-49,admin.,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
689,52,50-59,blue-collar,single,high.school,Secondary,Low Income,no,no,no,No Obligations
690,39,30-39,blue-collar,divorced,basic.9y,Elementary,Low Income,no,no,no,No Obligations
691,44,40-49,technician,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
692,36,30-39,housemaid,married,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
693,54,50-59,management,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
694,27,20-29,admin.,single,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
695,31,30-39,admin.,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
696,28,20-29,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
697,31,30-39,management,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
698,30,20-29,management,divorced,high.school,Secondary,High Income,no,no,yes,Has Obligations
699,52,50-59,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
700,37,30-39,technician,divorced,professional.course,Secondary,Medium Income,no,no,no,No Obligations
701,45,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
702,54,50-59,technician,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
703,49,40-49,entrepreneur,married,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
704,28,20-29,student,single,basic.9y,Elementary,No Income,no,yes,yes,Has Obligations
705,53,50-59,technician,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
706,45,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
707,51,50-59,admin.,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
708,41,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
709,31,30-39,admin.,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
710,39,30-39,admin.,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
711,50,40-49,entrepreneur,married,basic.9y,Elementary,High Income,no,yes,yes,Has Obligations
712,53,50-59,admin.,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
713,44,40-49,admin.,divorced,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
714,53,50-59,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
715,24,20-29,services,single,high.school,Secondary,Low Income,no,no,no,No Obligations
716,34,30-39,admin.,single,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
717,57,50-59,management,divorced,university.degree,Advanced,High Income,no,yes,no,Has Obligations
718,43,40-49,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
719,31,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
720,31,30-39,services,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
721,31,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
722,45,40-49,housemaid,married,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
723,41,40-49,entrepreneur,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
724,47,40-49,blue-collar,married,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
725,35,30-39,blue-collar,single,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
726,34,30-39,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
727,48,40-49,admin.,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
728,35,30-39,blue-collar,married,university.degree,Advanced,Low Income,no,yes,yes,Has Obligations
729,33,30-39,blue-collar,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
730,46,40-49,admin.,divorced,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
731,37,30-39,blue-collar,single,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
732,59,50-59,entrepreneur,divorced,high.school,Secondary,High Income,no,yes,no,Has Obligations
733,43,40-49,technician,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
734,44,40-49,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,yes,Has Obligations
735,44,40-49,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
736,28,20-29,admin.,single,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
737,48,40-49,services,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
738,31,30-39,admin.,single,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
739,43,40-49,technician,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
740,47,40-49,retired,married,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
741,40,30-39,blue-collar,divorced,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
742,43,40-49,admin.,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
743,29,20-29,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
744,54,50-59,admin.,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
745,38,30-39,services,single,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
746,39,30-39,retired,single,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
747,38,30-39,technician,single,professional.course,Secondary,Medium Income,no,no,no,No Obligations
748,33,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
749,37,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
750,32,30-39,management,married,basic.6y,Elementary,High Income,no,no,no,No Obligations
751,46,40-49,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
752,34,30-39,technician,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
753,52,50-59,technician,married,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
754,46,40-49,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
755,57,50-59,management,divorced,university.degree,Advanced,High Income,no,no,no,No Obligations
756,52,50-59,technician,married,basic.4y,Elementary,Medium Income,no,no,yes,Has Obligations
757,31,30-39,blue-collar,single,basic.9y,Elementary,Low Income,no,no,no,No Obligations
758,46,40-49,admin.,divorced,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
759,59,50-59,services,divorced,high.school,Secondary,Low Income,no,no,no,No Obligations
760,38,30-39,blue-collar,married,university.degree,Advanced,Low Income,no,no,yes,Has Obligations
761,42,40-49,blue-collar,divorced,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
762,40,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
763,46,40-49,admin.,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
764,35,30-39,admin.,single,high.school,Secondary,Medium Income,no,no,no,No Obligations
765,28,20-29,blue-collar,married,basic.9y,Elementary,Low Income,no,no,yes,Has Obligations
766,47,40-49,services,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
767,35,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
768,48,40-49,retired,married,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
769,40,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
770,59,50-59,retired,divorced,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
771,48,40-49,entrepreneur,married,basic.9y,Elementary,High Income,no,no,no,No Obligations
772,49,40-49,blue-collar,single,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
773,51,50-59,admin.,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
774,38,30-39,technician,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
775,31,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
776,54,50-59,retired,married,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
777,29,20-29,admin.,single,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
778,54,50-59,management,married,high.school,Secondary,High Income,no,yes,yes,Has Obligations
779,48,40-49,admin.,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
780,48,40-49,management,divorced,university.degree,Advanced,High Income,no,yes,no,Has Obligations
781,49,40-49,technician,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
782,42,40-49,services,divorced,high.school,Secondary,Low Income,no,no,no,No Obligations
783,51,50-59,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
784,45,40-49,blue-collar,single,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
785,41,40-49,services,divorced,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
786,35,30-39,technician,divorced,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
787,41,40-49,services,divorced,high.school,Secondary,Low Income,no,no,yes,Has Obligations
788,36,30-39,housemaid,divorced,basic.9y,Elementary,No Income,no,no,no,No Obligations
789,29,20-29,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
790,47,40-49,services,married,university.degree,Advanced,Low Income,no,no,no,No Obligations
791,38,30-39,blue-collar,single,basic.9y,Elementary,Low Income,no,no,no,No Obligations
792,29,20-29,services,married,high.school,Secondary,Low Income,no,no,no,No Obligations
793,58,50-59,admin.,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
794,48,40-49,blue-collar,married,professional.course,Secondary,Low Income,no,no,yes,Has Obligations
795,46,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
796,31,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
797,38,30-39,unemployed,divorced,professional.course,Secondary,No Income,no,no,no,No Obligations
798,33,30-39,admin.,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
799,53,50-59,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
800,33,30-39,management,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
801,33,30-39,self-employed,married,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
802,37,30-39,admin.,divorced,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
803,41,40-49,admin.,single,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
804,32,30-39,entrepreneur,divorced,university.degree,Advanced,High Income,no,no,no,No Obligations
805,48,40-49,blue-collar,married,high.school,Secondary,Low Income,no,no,no,No Obligations
806,34,30-39,entrepreneur,married,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
807,55,50-59,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,yes,Has Obligations
808,45,40-49,entrepreneur,single,university.degree,Advanced,High Income,no,no,no,No Obligations
809,48,40-49,management,divorced,university.degree,Advanced,High Income,no,no,no,No Obligations
810,34,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
811,46,40-49,admin.,divorced,university.degree,Advanced,Medium Income,no,no,no,No Obligations
812,51,50-59,unemployed,married,professional.course,Secondary,No Income,no,no,no,No Obligations
813,54,50-59,housemaid,divorced,basic.4y,Elementary,No Income,no,no,no,No Obligations
814,39,30-39,services,single,high.school,Secondary,Low Income,no,no,no,No Obligations
815,39,30-39,technician,single,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
816,39,30-39,services,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
817,32,30-39,entrepreneur,married,basic.6y,Elementary,High Income,no,yes,no,Has Obligations
818,41,40-49,services,single,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
819,59,50-59,housemaid,married,basic.6y,Elementary,No Income,no,yes,no,Has Obligations
820,57,50-59,technician,married,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
821,30,20-29,services,married,university.degree,Advanced,Low Income,no,no,no,No Obligations
822,34,30-39,entrepreneur,married,basic.4y,Elementary,High Income,no,no,no,No Obligations
823,38,30-39,blue-collar,divorced,university.degree,Advanced,Low Income,no,no,no,No Obligations
824,47,40-49,admin.,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
825,36,30-39,unemployed,married,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
826,51,50-59,management,married,university.degree,Advanced,High Income,no,no,no,No Obligations
827,28,20-29,admin.,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
828,50,40-49,technician,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
829,51,50-59,entrepreneur,married,university.degree,Advanced,High Income,no,no,no,No Obligations
830,35,30-39,admin.,single,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
831,35,30-39,admin.,single,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
832,48,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
833,44,40-49,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
834,40,30-39,management,married,high.school,Secondary,High Income,no,no,no,No Obligations
835,50,40-49,self-employed,married,basic.4y,Elementary,High Income,no,no,no,No Obligations
836,44,40-49,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
837,37,30-39,blue-collar,single,basic.9y,Elementary,Low Income,no,no,no,No Obligations
838,32,30-39,services,divorced,high.school,Secondary,Low Income,no,yes,no,Has Obligations
839,58,50-59,admin.,married,high.school,Secondary,Medium Income,no,no,yes,Has Obligations
840,49,40-49,technician,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
841,32,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
842,30,20-29,services,married,high.school,Secondary,Low Income,no,no,yes,Has Obligations
843,28,20-29,admin.,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
844,44,40-49,management,married,university.degree,Advanced,High Income,no,no,no,No Obligations
845,30,20-29,services,married,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
846,30,20-29,services,married,professional.course,Secondary,Low Income,no,no,no,No Obligations
847,28,20-29,technician,single,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
848,58,50-59,housemaid,married,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
849,45,40-49,blue-collar,single,high.school,Secondary,Low Income,no,no,yes,Has Obligations
850,57,50-59,retired,divorced,high.school,Secondary,Medium Income,no,no,no,No Obligations
851,35,30-39,admin.,divorced,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
852,42,40-49,services,married,high.school,Secondary,Low Income,no,no,no,No Obligations
853,48,40-49,management,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
854,47,40-49,retired,married,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
855,34,30-39,technician,single,professional.course,Secondary,Medium Income,no,no,no,No Obligations
856,44,40-49,services,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
857,52,50-59,housemaid,divorced,professional.course,Secondary,No Income,no,yes,no,Has Obligations
858,47,40-49,management,married,university.degree,Advanced,High Income,no,no,no,No Obligations
859,43,40-49,management,married,professional.course,Secondary,High Income,no,no,no,No Obligations
860,40,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
861,32,30-39,management,divorced,basic.4y,Elementary,High Income,no,no,no,No Obligations
862,42,40-49,self-employed,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
863,39,30-39,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
864,32,30-39,housemaid,married,basic.4y,Elementary,No Income,no,no,no,No Obligations
865,35,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,yes,Has Obligations
866,31,30-39,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
867,60,50-59,services,married,university.degree,Advanced,Low Income,no,no,no,No Obligations
868,29,20-29,admin.,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
869,44,40-49,entrepreneur,married,basic.4y,Elementary,High Income,no,no,no,No Obligations
870,26,20-29,technician,single,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
871,54,50-59,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
872,34,30-39,blue-collar,single,high.school,Secondary,Low Income,no,no,yes,Has Obligations
873,33,30-39,admin.,divorced,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
874,35,30-39,blue-collar,single,high.school,Secondary,Low Income,no,yes,no,Has Obligations
875,42,40-49,management,married,basic.6y,Elementary,High Income,no,yes,yes,Has Obligations
876,53,50-59,retired,married,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
877,51,50-59,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
878,51,50-59,admin.,married,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
879,47,40-49,technician,divorced,professional.course,Secondary,Medium Income,no,no,no,No Obligations
880,26,20-29,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
881,45,40-49,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
882,31,30-39,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
883,38,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
884,51,50-59,services,divorced,basic.6y,Elementary,Low Income,no,no,yes,Has Obligations
885,39,30-39,entrepreneur,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
886,36,30-39,blue-collar,married,university.degree,Advanced,Low Income,no,yes,yes,Has Obligations
887,60,50-59,services,married,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
888,34,30-39,management,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
889,33,30-39,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
890,46,40-49,admin.,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
891,30,20-29,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
892,34,30-39,management,married,university.degree,Advanced,High Income,no,no,no,No Obligations
893,54,50-59,admin.,divorced,university.degree,Advanced,Medium Income,no,no,no,No Obligations
894,58,50-59,self-employed,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
895,29,20-29,services,married,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
896,41,40-49,entrepreneur,married,university.degree,Advanced,High Income,no,no,no,No Obligations
897,36,30-39,blue-collar,single,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
898,31,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
899,59,50-59,retired,married,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
900,49,40-49,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
901,37,30-39,management,married,high.school,Secondary,High Income,no,no,no,No Obligations
902,50,40-49,management,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
903,43,40-49,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
904,52,50-59,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
905,54,50-59,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
906,31,30-39,services,single,high.school,Secondary,Low Income,no,yes,no,Has Obligations
907,35,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
908,56,50-59,retired,married,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
909,38,30-39,entrepreneur,married,basic.9y,Elementary,High Income,no,no,no,No Obligations
910,42,40-49,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
911,44,40-49,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
912,43,40-49,admin.,divorced,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
913,41,40-49,admin.,married,high.school,Secondary,Medium Income,no,yes,yes,Has Obligations
914,46,40-49,blue-collar,married,professional.course,Secondary,Low Income,no,no,no,No Obligations
915,30,20-29,admin.,single,high.school,Secondary,Medium Income,no,no,no,No Obligations
916,28,20-29,services,single,high.school,Secondary,Low Income,no,no,no,No Obligations
917,58,50-59,admin.,married,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
918,39,30-39,self-employed,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
919,25,20-29,services,married,professional.course,Secondary,Low Income,no,no,no,No Obligations
920,42,40-49,retired,married,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
921,43,40-49,admin.,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
922,33,30-39,admin.,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
923,52,50-59,admin.,married,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
924,42,40-49,services,married,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
925,53,50-59,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
926,41,40-49,housemaid,married,basic.6y,Elementary,No Income,no,no,no,No Obligations
927,48,40-49,blue-collar,married,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
928,40,30-39,admin.,single,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
929,40,30-39,admin.,single,high.school,Secondary,Medium Income,no,no,yes,Has Obligations
930,53,50-59,blue-collar,married,high.school,Secondary,Low Income,no,no,yes,Has Obligations
931,55,50-59,admin.,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
932,35,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,no,yes,Has Obligations
933,50,40-49,housemaid,divorced,basic.4y,Elementary,No Income,no,no,no,No Obligations
934,38,30-39,services,divorced,basic.6y,Elementary,Low Income,no,no,no,No Obligations
935,39,30-39,admin.,married,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
936,44,40-49,admin.,married,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
937,51,50-59,technician,married,professional.course,Secondary,Medium Income,no,no,yes,Has Obligations
938,41,40-49,technician,married,high.school,Secondary,Medium Income,no,yes,yes,Has Obligations
939,38,30-39,self-employed,single,university.degree,Advanced,High Income,no,no,no,No Obligations
940,48,40-49,blue-collar,married,basic.6y,Elementary,Low Income,no,no,yes,Has Obligations
941,32,30-39,admin.,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
942,46,40-49,blue-collar,single,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
943,47,40-49,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,yes,Has Obligations
944,38,30-39,admin.,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
